"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV5dc6958a","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetitomaculum",NA
"ASV09e6eff9","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae",NA,NA
"ASV04ba579c","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV6cd7c5d3","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASVd445850d","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",NA
"ASV63f0739c","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASV70996a8b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV620f08d0","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","stilesii"
"ASV3ff7a360","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVd7113a02","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASVb12bded9","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASV788dc0de","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASVf733c19c","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"ASVd07f75bb","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","ferus"
"ASVcaa57865","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","porcinum"
"ASVc6366093","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVc173896c","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV98e26c88","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd67cc584","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVf120ac10","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group",NA
"ASV3bab508e","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV63f32faa","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV6cc1e170","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVb434a0f0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVd1ce8903","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV130b03cb","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVe1f2f7dd","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV30b9703a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV79cbd93a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV69f11c92","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASV527ba3f5","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV6595078a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV7a8bae53","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","porcinum"
"ASVdc8e5975","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV09828e3c","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA
"ASVcb154378","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Clostridium] innocuum group",NA
"ASV1e4174f8","Bacteria","Bacillota","Clostridia","Clostridia vadinBB60 group",NA,NA,NA
"ASV37f3f6bb","Bacteria","Bacillota","Clostridia","Peptococcales","Peptococcaceae","Peptococcus",NA
"ASV9434bf5b","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV677dd39b","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","succinatutens"
"ASVeb72a839","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVccd9632f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa318f61f","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV0669af06","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASVe19df338","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVaa772405","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVccb879fe","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVf0631f1c","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA
"ASVfab557f1","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"ASVb76ea8e4","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",NA
"ASV9d18a470","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"ASV1e186768","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVa2d2d447","Bacteria",NA,NA,NA,NA,NA,NA
"ASV319f0002","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV3c18c0e5","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Anaerococcus",NA
"ASV0fd4702c","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA
"ASVe745f734","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5a18ca06","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV78898c65","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV2e68583e","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV397bb585","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVb9beef2d","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVf694d21f","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASV63070a64","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Pseudoramibacter",NA
"ASVd04d01c6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV3a07f0f2","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV0ec262c3","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA
"ASV6acabc36","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVe15b4494","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVa73bf5cb","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalicoccus","pleomorphus"
"ASVb7991180","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","bornimense"
"ASV54cf66e5","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae ND3007 group",NA
"ASVba6735dd","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",NA
"ASV5c848b8f","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"ASV8f748b91","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV33e376dc","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,NA
"ASV966910e7","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV57ec3a0f","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","ruminantium"
"ASV5ef25124","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVfe40c305","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVf7cc9e49","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa4e574e2","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",NA
"ASV151ea695","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV3de0cc3c","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","longicatena"
"ASV7d18d628","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2170a0e8","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium",NA
"ASV90248fc0","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter",NA
"ASV7aa7fa58","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASV95091077","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVaa98556e","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA
"ASVb84e3f29","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-011",NA,NA
"ASV195246ed","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"ASV97a5a7b0","Bacteria",NA,NA,NA,NA,NA,NA
"ASV353d1a75","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASV2f0e491b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","rava"
"ASV6f53fe9d","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","denticolens"
"ASV11f22f97","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV7822b19e","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"ASV245862ce","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV52e7af3a","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVe73c3490","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella",NA
"ASVf9508983","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV03d48a67","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Frisingicoccus","caecimuris"
"ASVf1624b95","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV04baebc9","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio",NA
"ASV4f78009e","Bacteria","Bacillota","Clostridia","Clostridia UCG-014",NA,NA,NA
"ASVf33f3dc4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV00b24b56","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASVc1e13410","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","succinatutens"
"ASVaefc33cb","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","intestinalis"
"ASV5b00d160","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV0aaaec66","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus",NA
"ASV46a9b009","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"ASVb86bf52a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV2d3d1535","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA
"ASV333ced29","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV7e3a1e46","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","rava"
"ASVe4d4f5a1","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004",NA
"ASV9774fde1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV8ebd070f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVab67ec80","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVa6fce547","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV13f6b4da","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA
"ASVeba3ebc8","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV395f53db","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","callidus"
"ASV1c9bb193","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"ASVf555b97d","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"ASV307571b3","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVe11d7a69","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVfc85d8c8","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASVff93130d","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"ASVd964eeac","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVa03bfced","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV52ac02b9","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV7fe7b29a","Bacteria","Bacillota","Clostridia","Clostridia vadinBB60 group",NA,NA,NA
"ASV6c09d10d","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA
"ASV1809d6fa","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVa439a760","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas","butyriciproducens"
"ASVef9dbb7c","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVe9de5d37","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Mogibacterium",NA
"ASV923337de","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV1590d198","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","succinatutens"
"ASVa08569cc","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV14262a52","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Tractidigestivibacter",NA
"ASV51c4d19f","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASVba7dd0c9","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas",NA
"ASVf5458586","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","callidus"
"ASVbaa99aa6","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASVc3110e06","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV563b7855","Bacteria",NA,NA,NA,NA,NA,NA
"ASV35d9e76a","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV21e23bc2","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV34d4f376","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","ultunensis"
"ASVe90c86c0","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf461e08b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2bfd4b0e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV954330d6","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa8a1a079","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","longicatena"
"ASVa65a33b9","Bacteria","Bacillota","Bacilli","RF39",NA,NA,NA
"ASVcd1be61b","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVdece1a7b","Bacteria","Bacillota","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",NA
"ASV75fa7cd5","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV6d74ea3e","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","succinatutens"
"ASV827f095c","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV94c64594","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV3403ae11","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV5baf253b","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV269ef1b5","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA
"ASVf8a5d3c9","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV63a5f7e0","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV16966358","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV89327ee0","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV8b1fff5c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV57fbb1d8","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","bromii"
"ASV14032914","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera",NA
"ASVe40505ba","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005",NA
"ASV2366b35a","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","callidus"
"ASVe0912191","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVa465a146","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",NA
"ASV98aa0074","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","porcorum"
"ASVbe451a32","Bacteria","Bacillota","Bacilli","RF39",NA,NA,NA
"ASV61f096a9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA
"ASVd474ed9e","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASVc9c7a92a","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVa45b75a9","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"ASV7ac4147d","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV3fd377ae","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales",NA,NA,NA
"ASV6ad93261","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVcc30b60b","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASVecfa9fc9","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVf78f3194","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Mageeibacillus",NA
"ASV72ec04a5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA
"ASV0aa42296","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASV877438cf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASVda98b7bb","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"ASVfbf763bb","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVc5b99a5b","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas",NA
"ASVb868935b","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV8e1de966","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Sharpea","azabuensis"
"ASVfbc7b0cb","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV57913559","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASV935af0af","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVdc794871","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASV98b89fbc","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","faecis"
"ASVf2ffc586","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA
"ASV24ab5d9d","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"ASVc6901246","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"ASVfe751f06","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",NA
"ASV6405a9f3","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVef2b75b7","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASVf89d54f7","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASV11b8903a","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV6177adfb","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV5c5fac14","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV8b344473","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV043b7472","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc3935539","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV9caefb0a","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVc90629e8","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV8dbcc0a3","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","callanderi"
"ASV2242be44","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","callanderi"
"ASV9bff6bff","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",NA
"ASV17c27654","Eukaryota",NA,NA,NA,NA,NA,NA
"ASVdfda739a","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV9525846d","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV7a91f3ae","Eukaryota",NA,NA,NA,NA,NA,NA
"ASVb9708bfc","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA
"ASV21825a74","Bacteria","Bacillota","Clostridia","Peptococcales","Peptococcaceae",NA,NA
"ASV0808c0b6","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVcfbc98b7","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASVe00f3dcb","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV6fdc0fbf","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV20ee3972","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-009",NA
"ASV7600c0b5","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASV66e6c9e3","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV07ef801c","Bacteria","Bacillota","Clostridia","Clostridia UCG-014",NA,NA,NA
"ASV63d427ae","Eukaryota",NA,NA,NA,NA,NA,NA
"ASVfbd3a335","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"ASVd33afa5c","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"ASVa72f6548","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"ASV39045f84","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASVfa342223","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","succinatutens"
"ASV87bc817b","Eukaryota",NA,NA,NA,NA,NA,NA
"ASVa5218a2e","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASV2a22a986","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Asteroleplasma",NA
"ASV78396400","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus"
"ASV7b454fce","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV77f3ad15","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter",NA
"ASV650dbdbe","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASVe0046b9c","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV70330a44","Bacteria",NA,NA,NA,NA,NA,NA
"ASV728070ab","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV0ef8e621","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas",NA
"ASVab60b0d9","Bacteria","Bacillota","Clostridia","Peptococcales","Peptococcaceae",NA,NA
"ASV41bb49df","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV361ba104","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASVbbbd52c7","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV6117ac8a","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"ASV5d95fb6e","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV14ed5e37","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVec54593e","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter",NA
"ASV009caab0","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae",NA,NA
"ASV0e4b753b","Bacteria","Bacillota","Bacilli","RF39",NA,NA,NA
"ASVaf9e5116","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",NA
"ASVd36bace6","Bacteria",NA,NA,NA,NA,NA,NA
"ASVbd635632","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA
